ticker,Date,Close,Volume,Variación,Año
GRF.MC,2020-11-04 00:00:00+01:00,24.15,1955189,0.0225,2020
GRF.MC,2020-11-05 00:00:00+01:00,24.67,1148041,0.0216,2020
GRF.MC,2020-11-06 00:00:00+01:00,25.06,558173,0.0159,2020
GRF.MC,2020-11-09 00:00:00+01:00,25.87,1660194,0.0322,2020
GRF.MC,2020-11-10 00:00:00+01:00,25.75,1253420,-0.0046,2020
GRF.MC,2020-11-11 00:00:00+01:00,25.6,1082847,-0.0057,2020
GRF.MC,2020-11-12 00:00:00+01:00,25.9,959636,0.0115,2020
GRF.MC,2020-11-13 00:00:00+01:00,25.92,1062704,0.0008,2020
GRF.MC,2020-11-16 00:00:00+01:00,25.57,1033148,-0.0133,2020
GRF.MC,2020-11-17 00:00:00+01:00,24.85,1148607,-0.0285,2020
GRF.MC,2020-11-18 00:00:00+01:00,24.81,813719,-0.0016,2020
GRF.MC,2020-11-19 00:00:00+01:00,24.79,1081391,-0.0008,2020
GRF.MC,2020-11-20 00:00:00+01:00,24.78,1328545,-0.0004,2020
GRF.MC,2020-11-23 00:00:00+01:00,24.14,1098198,-0.0258,2020
GRF.MC,2020-11-24 00:00:00+01:00,23.75,1096690,-0.0159,2020
GRF.MC,2020-11-25 00:00:00+01:00,23.43,1820810,-0.0137,2020
GRF.MC,2020-11-26 00:00:00+01:00,23.84,598555,0.0176,2020
GRF.MC,2020-11-27 00:00:00+01:00,24.03,938998,0.0078,2020
GRF.MC,2020-11-30 00:00:00+01:00,23.36,2325915,-0.0278,2020
GRF.MC,2020-12-01 00:00:00+01:00,23.78,720213,0.0181,2020
GRF.MC,2020-12-02 00:00:00+01:00,23.48,930143,-0.0128,2020
GRF.MC,2020-12-03 00:00:00+01:00,23.47,1017587,-0.0004,2020
GRF.MC,2020-12-04 00:00:00+01:00,23.27,1718095,-0.0084,2020
GRF.MC,2020-12-07 00:00:00+01:00,22.85,1035552,-0.0182,2020
GRF.MC,2020-12-08 00:00:00+01:00,22.81,933186,-0.0017,2020
GRF.MC,2020-12-09 00:00:00+01:00,23.54,1148974,0.0319,2020
GRF.MC,2020-12-10 00:00:00+01:00,24.01,1193037,0.0201,2020
GRF.MC,2020-12-11 00:00:00+01:00,23.72,657442,-0.0123,2020
GRF.MC,2020-12-14 00:00:00+01:00,24.28,778860,0.0236,2020
GRF.MC,2020-12-15 00:00:00+01:00,23.82,981420,-0.0186,2020
GRF.MC,2020-12-16 00:00:00+01:00,24.21,726946,0.0161,2020
GRF.MC,2020-12-17 00:00:00+01:00,24.39,963290,0.0077,2020
GRF.MC,2020-12-18 00:00:00+01:00,24.49,1229460,0.004,2020
GRF.MC,2020-12-21 00:00:00+01:00,23.78,953246,-0.0289,2020
GRF.MC,2020-12-22 00:00:00+01:00,23.83,476931,0.0021,2020
GRF.MC,2020-12-23 00:00:00+01:00,23.58,1155079,-0.0107,2020
GRF.MC,2020-12-24 00:00:00+01:00,23.46,165222,-0.005,2020
GRF.MC,2020-12-28 00:00:00+01:00,23.58,423434,0.005,2020
GRF.MC,2020-12-29 00:00:00+01:00,23.63,395252,0.0021,2020
GRF.MC,2020-12-30 00:00:00+01:00,23.62,326222,-0.0004,2020
GRF.MC,2020-12-31 00:00:00+01:00,23.49,253529,-0.0054,2020
GRF.MC,2021-01-04 00:00:00+01:00,23.7,664054,0.0088,2021
GRF.MC,2021-01-05 00:00:00+01:00,23.69,539326,-0.0004,2021
GRF.MC,2021-01-06 00:00:00+01:00,23.55,879156,-0.0058,2021
GRF.MC,2021-01-07 00:00:00+01:00,23.44,819811,-0.0046,2021
GRF.MC,2021-01-08 00:00:00+01:00,23.43,648883,-0.0004,2021
GRF.MC,2021-01-11 00:00:00+01:00,23.24,754557,-0.008,2021
GRF.MC,2021-01-12 00:00:00+01:00,23.54,760826,0.0127,2021
GRF.MC,2021-01-13 00:00:00+01:00,23.76,772727,0.0096,2021
GRF.MC,2021-01-14 00:00:00+01:00,23.74,552208,-0.0012,2021
GRF.MC,2021-01-15 00:00:00+01:00,23.74,1506006,0.0,2021
GRF.MC,2021-01-18 00:00:00+01:00,24.22,1435726,0.0203,2021
GRF.MC,2021-01-19 00:00:00+01:00,25.11,1832703,0.037,2021
GRF.MC,2021-01-20 00:00:00+01:00,24.95,879703,-0.0063,2021
GRF.MC,2021-01-21 00:00:00+01:00,25.1,849011,0.0059,2021
GRF.MC,2021-01-22 00:00:00+01:00,24.2,750994,-0.0361,2021
GRF.MC,2021-01-25 00:00:00+01:00,24.22,442529,0.0008,2021
GRF.MC,2021-01-26 00:00:00+01:00,24.09,481337,-0.0053,2021
GRF.MC,2021-01-27 00:00:00+01:00,24.87,1316886,0.0323,2021
GRF.MC,2021-01-28 00:00:00+01:00,24.43,981942,-0.0174,2021
GRF.MC,2021-01-29 00:00:00+01:00,23.9,733258,-0.0217,2021
GRF.MC,2021-02-01 00:00:00+01:00,23.26,1089061,-0.0267,2021
GRF.MC,2021-02-02 00:00:00+01:00,23.17,1201590,-0.0038,2021
GRF.MC,2021-02-03 00:00:00+01:00,23.04,1060606,-0.0059,2021
GRF.MC,2021-02-04 00:00:00+01:00,23.26,925993,0.0098,2021
GRF.MC,2021-02-05 00:00:00+01:00,23.23,617528,-0.0013,2021
GRF.MC,2021-02-08 00:00:00+01:00,22.93,720269,-0.0131,2021
GRF.MC,2021-02-09 00:00:00+01:00,22.97,611551,0.0017,2021
GRF.MC,2021-02-10 00:00:00+01:00,22.66,837658,-0.0133,2021
GRF.MC,2021-02-11 00:00:00+01:00,22.35,994868,-0.0139,2021
GRF.MC,2021-02-12 00:00:00+01:00,22.37,634876,0.0009,2021
GRF.MC,2021-02-15 00:00:00+01:00,22.34,595077,-0.0013,2021
GRF.MC,2021-02-16 00:00:00+01:00,22.38,521458,0.0018,2021
GRF.MC,2021-02-17 00:00:00+01:00,22.28,594903,-0.0044,2021
GRF.MC,2021-02-18 00:00:00+01:00,21.9,918949,-0.0172,2021
GRF.MC,2021-02-19 00:00:00+01:00,21.66,890451,-0.0108,2021
GRF.MC,2021-02-22 00:00:00+01:00,21.36,765589,-0.0136,2021
GRF.MC,2021-02-23 00:00:00+01:00,21.29,990656,-0.0037,2021
GRF.MC,2021-02-24 00:00:00+01:00,21.14,829451,-0.0069,2021
GRF.MC,2021-02-25 00:00:00+01:00,21.56,1536784,0.02,2021
GRF.MC,2021-02-26 00:00:00+01:00,20.48,2767351,-0.0502,2021
GRF.MC,2021-03-01 00:00:00+01:00,21.08,1317779,0.0293,2021
GRF.MC,2021-03-02 00:00:00+01:00,21.06,996407,-0.0009,2021
GRF.MC,2021-03-03 00:00:00+01:00,20.55,1246601,-0.0243,2021
GRF.MC,2021-03-04 00:00:00+01:00,20.27,1536504,-0.0134,2021
GRF.MC,2021-03-05 00:00:00+01:00,19.59,1399850,-0.0335,2021
GRF.MC,2021-03-08 00:00:00+01:00,19.1,2180771,-0.0254,2021
GRF.MC,2021-03-09 00:00:00+01:00,19.36,2265574,0.0139,2021
GRF.MC,2021-03-10 00:00:00+01:00,18.97,2238433,-0.0203,2021
GRF.MC,2021-03-11 00:00:00+01:00,20.09,2053482,0.0589,2021
GRF.MC,2021-03-12 00:00:00+01:00,20.15,2178928,0.0034,2021
GRF.MC,2021-03-15 00:00:00+01:00,20.68,1566147,0.0259,2021
GRF.MC,2021-03-16 00:00:00+01:00,21.23,1576490,0.0266,2021
GRF.MC,2021-03-17 00:00:00+01:00,21.42,1073608,0.0093,2021
GRF.MC,2021-03-18 00:00:00+01:00,21.33,1310722,-0.0046,2021
GRF.MC,2021-03-19 00:00:00+01:00,21.56,1251540,0.0111,2021
GRF.MC,2021-03-22 00:00:00+01:00,21.34,907837,-0.01,2021
GRF.MC,2021-03-23 00:00:00+01:00,21.89,1063297,0.0253,2021
GRF.MC,2021-03-24 00:00:00+01:00,21.87,953855,-0.0009,2021
GRF.MC,2021-03-25 00:00:00+01:00,22.21,957472,0.0157,2021
GRF.MC,2021-03-26 00:00:00+01:00,22.48,1193276,0.012,2021
GRF.MC,2021-03-29 00:00:00+02:00,22.5,973726,0.0009,2021
GRF.MC,2021-03-30 00:00:00+02:00,22.1,878381,-0.0175,2021
GRF.MC,2021-03-31 00:00:00+02:00,21.96,980558,-0.0062,2021
GRF.MC,2021-04-01 00:00:00+02:00,22.23,848359,0.0121,2021
GRF.MC,2021-04-06 00:00:00+02:00,21.9,1088184,-0.015,2021
GRF.MC,2021-04-07 00:00:00+02:00,22.01,830577,0.0054,2021
GRF.MC,2021-04-08 00:00:00+02:00,23.01,1832073,0.0451,2021
GRF.MC,2021-04-09 00:00:00+02:00,23.06,976275,0.0021,2021
GRF.MC,2021-04-12 00:00:00+02:00,22.91,692899,-0.0064,2021
GRF.MC,2021-04-13 00:00:00+02:00,23.15,766249,0.0107,2021
GRF.MC,2021-04-14 00:00:00+02:00,22.94,591226,-0.0093,2021
GRF.MC,2021-04-15 00:00:00+02:00,23.1,562838,0.0069,2021
GRF.MC,2021-04-16 00:00:00+02:00,22.52,1136805,-0.0251,2021
GRF.MC,2021-04-19 00:00:00+02:00,22.8,727240,0.0127,2021
GRF.MC,2021-04-20 00:00:00+02:00,22.56,752809,-0.0104,2021
GRF.MC,2021-04-21 00:00:00+02:00,22.88,593789,0.0139,2021
GRF.MC,2021-04-22 00:00:00+02:00,23.26,773605,0.0168,2021
GRF.MC,2021-04-23 00:00:00+02:00,22.89,546613,-0.0161,2021
GRF.MC,2021-04-26 00:00:00+02:00,22.8,857566,-0.0039,2021
GRF.MC,2021-04-27 00:00:00+02:00,22.69,479920,-0.0047,2021
GRF.MC,2021-04-28 00:00:00+02:00,22.55,746308,-0.0065,2021
GRF.MC,2021-04-29 00:00:00+02:00,22.26,1501906,-0.0127,2021
GRF.MC,2021-04-30 00:00:00+02:00,22.18,1108644,-0.0035,2021
GRF.MC,2021-05-03 00:00:00+02:00,22.18,808684,0.0,2021
GRF.MC,2021-05-04 00:00:00+02:00,22.08,1057012,-0.0044,2021
GRF.MC,2021-05-05 00:00:00+02:00,22.92,2494359,0.0379,2021
GRF.MC,2021-05-06 00:00:00+02:00,22.94,999814,0.0009,2021
GRF.MC,2021-05-07 00:00:00+02:00,22.94,785638,0.0,2021
GRF.MC,2021-05-10 00:00:00+02:00,23.15,601659,0.0094,2021
GRF.MC,2021-05-11 00:00:00+02:00,23.42,887038,0.0115,2021
GRF.MC,2021-05-12 00:00:00+02:00,23.17,2158180,-0.0105,2021
GRF.MC,2021-05-13 00:00:00+02:00,22.94,765531,-0.0102,2021
GRF.MC,2021-05-14 00:00:00+02:00,23.34,617893,0.0176,2021
