ticker,Date,Close,Volume,Variación,Año
GRF.MC,2020-01-02 00:00:00+01:00,30.99,392672,,2020
GRF.MC,2020-01-03 00:00:00+01:00,31.02,641127,0.0009,2020
GRF.MC,2020-01-06 00:00:00+01:00,31.01,386910,-0.0003,2020
GRF.MC,2020-01-07 00:00:00+01:00,31.86,2090693,0.0274,2020
GRF.MC,2020-01-08 00:00:00+01:00,31.83,609008,-0.0009,2020
GRF.MC,2020-01-09 00:00:00+01:00,32.2,947922,0.0117,2020
GRF.MC,2020-01-10 00:00:00+01:00,32.08,591387,-0.0039,2020
GRF.MC,2020-01-13 00:00:00+01:00,31.9,454516,-0.0055,2020
GRF.MC,2020-01-14 00:00:00+01:00,31.73,2894156,-0.0052,2020
GRF.MC,2020-01-15 00:00:00+01:00,31.86,859030,0.004,2020
GRF.MC,2020-01-16 00:00:00+01:00,31.17,868280,-0.0218,2020
GRF.MC,2020-01-17 00:00:00+01:00,31.08,978987,-0.0028,2020
GRF.MC,2020-01-20 00:00:00+01:00,31.19,558063,0.0035,2020
GRF.MC,2020-01-21 00:00:00+01:00,30.81,596772,-0.0119,2020
GRF.MC,2020-01-22 00:00:00+01:00,30.86,1384355,0.0016,2020
GRF.MC,2020-01-23 00:00:00+01:00,30.3,652439,-0.0184,2020
GRF.MC,2020-01-24 00:00:00+01:00,30.45,1990380,0.0052,2020
GRF.MC,2020-01-27 00:00:00+01:00,30.3,744963,-0.0051,2020
GRF.MC,2020-01-28 00:00:00+01:00,30.2,498995,-0.0032,2020
GRF.MC,2020-01-29 00:00:00+01:00,29.88,1120179,-0.0107,2020
GRF.MC,2020-01-30 00:00:00+01:00,29.54,907065,-0.0111,2020
GRF.MC,2020-01-31 00:00:00+01:00,29.61,888305,0.0023,2020
GRF.MC,2020-02-03 00:00:00+01:00,29.85,853915,0.0079,2020
GRF.MC,2020-02-04 00:00:00+01:00,30.27,761035,0.0141,2020
GRF.MC,2020-02-05 00:00:00+01:00,30.79,623641,0.0171,2020
GRF.MC,2020-02-06 00:00:00+01:00,30.9,720066,0.0038,2020
GRF.MC,2020-02-07 00:00:00+01:00,31.03,544141,0.0041,2020
GRF.MC,2020-02-10 00:00:00+01:00,31.28,898224,0.0082,2020
GRF.MC,2020-02-11 00:00:00+01:00,31.85,697123,0.0181,2020
GRF.MC,2020-02-12 00:00:00+01:00,31.76,931024,-0.0028,2020
GRF.MC,2020-02-13 00:00:00+01:00,32.23,2242964,0.0148,2020
GRF.MC,2020-02-14 00:00:00+01:00,32.26,449738,0.0009,2020
GRF.MC,2020-02-17 00:00:00+01:00,32.37,325995,0.0033,2020
GRF.MC,2020-02-18 00:00:00+01:00,32.72,371439,0.0109,2020
GRF.MC,2020-02-19 00:00:00+01:00,33.3,529554,0.0176,2020
GRF.MC,2020-02-20 00:00:00+01:00,33.14,541874,-0.0047,2020
GRF.MC,2020-02-21 00:00:00+01:00,33.41,527875,0.0083,2020
GRF.MC,2020-02-24 00:00:00+01:00,32.13,2306124,-0.0383,2020
GRF.MC,2020-02-25 00:00:00+01:00,31.74,1111554,-0.0122,2020
GRF.MC,2020-02-26 00:00:00+01:00,31.84,797113,0.0031,2020
GRF.MC,2020-02-27 00:00:00+01:00,30.37,1813831,-0.046,2020
GRF.MC,2020-02-28 00:00:00+01:00,28.34,2246912,-0.0669,2020
GRF.MC,2020-03-02 00:00:00+01:00,29.66,1688596,0.0466,2020
GRF.MC,2020-03-03 00:00:00+01:00,29.62,1385454,-0.0013,2020
GRF.MC,2020-03-04 00:00:00+01:00,30.1,956149,0.0162,2020
GRF.MC,2020-03-05 00:00:00+01:00,29.1,1114344,-0.0331,2020
GRF.MC,2020-03-06 00:00:00+01:00,28.24,1162965,-0.0296,2020
GRF.MC,2020-03-09 00:00:00+01:00,27.73,1661887,-0.0183,2020
GRF.MC,2020-03-10 00:00:00+01:00,27.21,1484888,-0.0187,2020
GRF.MC,2020-03-11 00:00:00+01:00,26.75,1537483,-0.0169,2020
GRF.MC,2020-03-12 00:00:00+01:00,24.26,1881113,-0.0932,2020
GRF.MC,2020-03-13 00:00:00+01:00,25.42,2363811,0.0479,2020
GRF.MC,2020-03-16 00:00:00+01:00,24.03,2874083,-0.0546,2020
GRF.MC,2020-03-17 00:00:00+01:00,26.53,1454798,0.1041,2020
GRF.MC,2020-03-18 00:00:00+01:00,28.58,1663744,0.077,2020
GRF.MC,2020-03-19 00:00:00+01:00,29.45,1725816,0.0304,2020
GRF.MC,2020-03-20 00:00:00+01:00,28.02,1568854,-0.0485,2020
GRF.MC,2020-03-23 00:00:00+01:00,28.05,746261,0.001,2020
GRF.MC,2020-03-24 00:00:00+01:00,28.83,1047705,0.0279,2020
GRF.MC,2020-03-25 00:00:00+01:00,27.18,1425439,-0.0573,2020
GRF.MC,2020-03-26 00:00:00+01:00,28.83,1443834,0.0608,2020
GRF.MC,2020-03-27 00:00:00+01:00,29.47,1196329,0.022,2020
GRF.MC,2020-03-30 00:00:00+02:00,30.33,1297991,0.0292,2020
GRF.MC,2020-03-31 00:00:00+02:00,30.3,1200702,-0.001,2020
GRF.MC,2020-04-01 00:00:00+02:00,30.09,1029039,-0.0068,2020
GRF.MC,2020-04-02 00:00:00+02:00,30.15,1101189,0.0019,2020
GRF.MC,2020-04-03 00:00:00+02:00,29.5,1207248,-0.0217,2020
GRF.MC,2020-04-06 00:00:00+02:00,29.95,1357395,0.0156,2020
GRF.MC,2020-04-07 00:00:00+02:00,29.2,1407379,-0.0251,2020
GRF.MC,2020-04-08 00:00:00+02:00,28.82,1064211,-0.0131,2020
GRF.MC,2020-04-09 00:00:00+02:00,29.01,533225,0.0064,2020
GRF.MC,2020-04-14 00:00:00+02:00,29.71,1036532,0.0243,2020
GRF.MC,2020-04-15 00:00:00+02:00,29.39,1179800,-0.0109,2020
GRF.MC,2020-04-16 00:00:00+02:00,29.32,530266,-0.0023,2020
GRF.MC,2020-04-17 00:00:00+02:00,29.59,741312,0.0093,2020
GRF.MC,2020-04-20 00:00:00+02:00,30.49,824655,0.0304,2020
GRF.MC,2020-04-21 00:00:00+02:00,32.34,1344355,0.0606,2020
GRF.MC,2020-04-22 00:00:00+02:00,31.35,1176952,-0.0305,2020
GRF.MC,2020-04-23 00:00:00+02:00,31.71,572379,0.0115,2020
GRF.MC,2020-04-24 00:00:00+02:00,30.88,2016372,-0.0262,2020
GRF.MC,2020-04-27 00:00:00+02:00,31.7,370667,0.0266,2020
GRF.MC,2020-04-28 00:00:00+02:00,31.22,667239,-0.0154,2020
GRF.MC,2020-04-29 00:00:00+02:00,30.79,515564,-0.0138,2020
GRF.MC,2020-04-30 00:00:00+02:00,30.36,1025491,-0.014,2020
GRF.MC,2020-05-04 00:00:00+02:00,29.45,1490656,-0.0299,2020
GRF.MC,2020-05-05 00:00:00+02:00,29.28,818852,-0.0056,2020
GRF.MC,2020-05-06 00:00:00+02:00,29.12,637826,-0.0053,2020
GRF.MC,2020-05-07 00:00:00+02:00,28.44,736352,-0.0235,2020
GRF.MC,2020-05-08 00:00:00+02:00,28.56,328535,0.0041,2020
GRF.MC,2020-05-11 00:00:00+02:00,28.73,479366,0.0062,2020
GRF.MC,2020-05-12 00:00:00+02:00,29.07,963512,0.0116,2020
GRF.MC,2020-05-13 00:00:00+02:00,28.83,571617,-0.0081,2020
GRF.MC,2020-05-14 00:00:00+02:00,28.73,578666,-0.0034,2020
GRF.MC,2020-05-15 00:00:00+02:00,28.36,1803552,-0.0129,2020
GRF.MC,2020-05-18 00:00:00+02:00,29.25,2375474,0.0314,2020
GRF.MC,2020-05-19 00:00:00+02:00,28.19,1028760,-0.0364,2020
GRF.MC,2020-05-20 00:00:00+02:00,28.83,846983,0.0229,2020
GRF.MC,2020-05-21 00:00:00+02:00,29.42,623981,0.0203,2020
GRF.MC,2020-05-22 00:00:00+02:00,29.12,699157,-0.01,2020
GRF.MC,2020-05-25 00:00:00+02:00,29.23,343846,0.0037,2020
GRF.MC,2020-05-26 00:00:00+02:00,29.23,1022975,0.0,2020
GRF.MC,2020-05-27 00:00:00+02:00,27.36,2058359,-0.0639,2020
GRF.MC,2020-05-28 00:00:00+02:00,26.81,2982829,-0.0204,2020
GRF.MC,2020-05-29 00:00:00+02:00,27.48,2779159,0.0252,2020
GRF.MC,2020-06-01 00:00:00+02:00,28.04,992234,0.0203,2020
GRF.MC,2020-06-02 00:00:00+02:00,27.7,1451070,-0.0122,2020
GRF.MC,2020-06-03 00:00:00+02:00,26.87,2381246,-0.03,2020
GRF.MC,2020-06-04 00:00:00+02:00,26.55,2387574,-0.0116,2020
GRF.MC,2020-06-05 00:00:00+02:00,27.03,2153850,0.018,2020
GRF.MC,2020-06-08 00:00:00+02:00,26.61,3097031,-0.0155,2020
GRF.MC,2020-06-09 00:00:00+02:00,27.37,2283432,0.0286,2020
GRF.MC,2020-06-10 00:00:00+02:00,27.59,1297262,0.0079,2020
GRF.MC,2020-06-11 00:00:00+02:00,27.66,1671918,0.0025,2020
GRF.MC,2020-06-12 00:00:00+02:00,27.29,1368822,-0.0134,2020
GRF.MC,2020-06-15 00:00:00+02:00,26.85,1693804,-0.0161,2020
GRF.MC,2020-06-16 00:00:00+02:00,27.46,1295545,0.0229,2020
GRF.MC,2020-06-17 00:00:00+02:00,27.44,2509938,-0.0007,2020
GRF.MC,2020-06-18 00:00:00+02:00,27.54,1280317,0.0036,2020
GRF.MC,2020-06-19 00:00:00+02:00,27.4,1393405,-0.005,2020
GRF.MC,2020-06-22 00:00:00+02:00,27.61,3961499,0.0075,2020
GRF.MC,2020-06-23 00:00:00+02:00,27.95,935823,0.0124,2020
GRF.MC,2020-06-24 00:00:00+02:00,26.99,849312,-0.0343,2020
GRF.MC,2020-06-25 00:00:00+02:00,27.34,1033259,0.0127,2020
GRF.MC,2020-06-26 00:00:00+02:00,26.94,1683232,-0.0143,2020
GRF.MC,2020-06-29 00:00:00+02:00,26.97,753115,0.0011,2020
GRF.MC,2020-06-30 00:00:00+02:00,26.42,763486,-0.0207,2020
GRF.MC,2020-07-01 00:00:00+02:00,26.4,896548,-0.0007,2020
GRF.MC,2020-07-02 00:00:00+02:00,26.91,727964,0.0196,2020
GRF.MC,2020-07-03 00:00:00+02:00,26.23,604744,-0.0254,2020
GRF.MC,2020-07-06 00:00:00+02:00,26.73,3022619,0.019,2020
GRF.MC,2020-07-07 00:00:00+02:00,26.31,1078349,-0.0157,2020
GRF.MC,2020-07-08 00:00:00+02:00,25.88,887942,-0.0163,2020
GRF.MC,2020-07-09 00:00:00+02:00,25.87,522169,-0.0004,2020
GRF.MC,2020-07-10 00:00:00+02:00,25.61,772579,-0.0102,2020
GRF.MC,2020-07-13 00:00:00+02:00,26.05,1543646,0.0176,2020
GRF.MC,2020-07-14 00:00:00+02:00,26.0,812852,-0.0023,2020
GRF.MC,2020-07-15 00:00:00+02:00,26.59,1132179,0.0229,2020
GRF.MC,2020-07-16 00:00:00+02:00,26.39,979085,-0.0077,2020
GRF.MC,2020-07-17 00:00:00+02:00,26.34,751243,-0.0019,2020
GRF.MC,2020-07-20 00:00:00+02:00,27.19,729099,0.0323,2020
GRF.MC,2020-07-21 00:00:00+02:00,26.48,889625,-0.0259,2020
GRF.MC,2020-07-22 00:00:00+02:00,25.99,763398,-0.0188,2020
GRF.MC,2020-07-23 00:00:00+02:00,25.82,672481,-0.0064,2020
GRF.MC,2020-07-24 00:00:00+02:00,24.52,1567279,-0.0503,2020
GRF.MC,2020-07-27 00:00:00+02:00,24.58,805528,0.0024,2020
GRF.MC,2020-07-28 00:00:00+02:00,25.18,1195638,0.0243,2020
GRF.MC,2020-07-29 00:00:00+02:00,25.13,946795,-0.0019,2020
GRF.MC,2020-07-30 00:00:00+02:00,24.04,1410924,-0.0432,2020
GRF.MC,2020-07-31 00:00:00+02:00,24.14,1159066,0.0041,2020
GRF.MC,2020-08-03 00:00:00+02:00,24.35,1814360,0.0089,2020
GRF.MC,2020-08-04 00:00:00+02:00,24.38,726556,0.0012,2020
GRF.MC,2020-08-05 00:00:00+02:00,23.86,769210,-0.0216,2020
GRF.MC,2020-08-06 00:00:00+02:00,23.76,775179,-0.0041,2020
GRF.MC,2020-08-07 00:00:00+02:00,24.15,721774,0.0165,2020
GRF.MC,2020-08-10 00:00:00+02:00,23.68,733904,-0.0194,2020
GRF.MC,2020-08-11 00:00:00+02:00,24.24,2000774,0.0235,2020
GRF.MC,2020-08-12 00:00:00+02:00,24.41,643206,0.0073,2020
GRF.MC,2020-08-13 00:00:00+02:00,24.51,607068,0.004,2020
GRF.MC,2020-08-14 00:00:00+02:00,23.94,436947,-0.0231,2020
GRF.MC,2020-08-17 00:00:00+02:00,24.16,524780,0.009,2020
GRF.MC,2020-08-18 00:00:00+02:00,23.77,703522,-0.0162,2020
GRF.MC,2020-08-19 00:00:00+02:00,23.16,918397,-0.0255,2020
GRF.MC,2020-08-20 00:00:00+02:00,23.04,807815,-0.0051,2020
GRF.MC,2020-08-21 00:00:00+02:00,22.76,740470,-0.0123,2020
GRF.MC,2020-08-24 00:00:00+02:00,23.13,1169395,0.0163,2020
GRF.MC,2020-08-25 00:00:00+02:00,22.64,990020,-0.0211,2020
GRF.MC,2020-08-26 00:00:00+02:00,22.72,774368,0.0035,2020
GRF.MC,2020-08-27 00:00:00+02:00,22.47,987462,-0.0112,2020
GRF.MC,2020-08-28 00:00:00+02:00,21.97,1017236,-0.0222,2020
GRF.MC,2020-08-31 00:00:00+02:00,22.19,893232,0.0102,2020
GRF.MC,2020-09-01 00:00:00+02:00,21.51,996828,-0.0308,2020
GRF.MC,2020-09-02 00:00:00+02:00,21.85,1277317,0.0159,2020
GRF.MC,2020-09-03 00:00:00+02:00,21.58,950381,-0.0125,2020
GRF.MC,2020-09-04 00:00:00+02:00,21.19,1313248,-0.0181,2020
GRF.MC,2020-09-07 00:00:00+02:00,21.99,1425240,0.0378,2020
GRF.MC,2020-09-08 00:00:00+02:00,22.31,1552809,0.0147,2020
GRF.MC,2020-09-09 00:00:00+02:00,22.77,1719092,0.0206,2020
GRF.MC,2020-09-10 00:00:00+02:00,22.44,968934,-0.0146,2020
GRF.MC,2020-09-11 00:00:00+02:00,22.67,1179740,0.0105,2020
GRF.MC,2020-09-14 00:00:00+02:00,22.99,1039750,0.0138,2020
GRF.MC,2020-09-15 00:00:00+02:00,23.89,1631969,0.0391,2020
GRF.MC,2020-09-16 00:00:00+02:00,23.75,1165016,-0.0057,2020
GRF.MC,2020-09-17 00:00:00+02:00,23.55,972746,-0.0082,2020
GRF.MC,2020-09-18 00:00:00+02:00,23.65,1609846,0.0041,2020
GRF.MC,2020-09-21 00:00:00+02:00,23.32,678752,-0.014,2020
GRF.MC,2020-09-22 00:00:00+02:00,22.77,817703,-0.0235,2020
GRF.MC,2020-09-23 00:00:00+02:00,23.26,908230,0.0215,2020
GRF.MC,2020-09-24 00:00:00+02:00,23.62,955746,0.0155,2020
GRF.MC,2020-09-25 00:00:00+02:00,23.74,2111506,0.005,2020
GRF.MC,2020-09-28 00:00:00+02:00,23.91,681619,0.0074,2020
GRF.MC,2020-09-29 00:00:00+02:00,23.87,638798,-0.002,2020
GRF.MC,2020-09-30 00:00:00+02:00,24.03,1018325,0.007,2020
GRF.MC,2020-10-01 00:00:00+02:00,23.85,1379642,-0.0077,2020
GRF.MC,2020-10-02 00:00:00+02:00,24.45,1114681,0.0254,2020
GRF.MC,2020-10-05 00:00:00+02:00,24.38,934129,-0.0028,2020
GRF.MC,2020-10-06 00:00:00+02:00,24.72,944721,0.0136,2020
GRF.MC,2020-10-07 00:00:00+02:00,24.44,1176117,-0.0111,2020
GRF.MC,2020-10-08 00:00:00+02:00,24.56,667506,0.0048,2020
GRF.MC,2020-10-09 00:00:00+02:00,24.84,1147800,0.0115,2020
GRF.MC,2020-10-12 00:00:00+02:00,25.04,838591,0.0079,2020
GRF.MC,2020-10-13 00:00:00+02:00,24.8,487802,-0.0094,2020
GRF.MC,2020-10-14 00:00:00+02:00,24.65,533610,-0.0063,2020
GRF.MC,2020-10-15 00:00:00+02:00,26.71,1998234,0.0837,2020
GRF.MC,2020-10-16 00:00:00+02:00,26.14,1427201,-0.0212,2020
GRF.MC,2020-10-19 00:00:00+02:00,26.1,3224105,-0.0015,2020
GRF.MC,2020-10-20 00:00:00+02:00,26.21,852967,0.0041,2020
GRF.MC,2020-10-21 00:00:00+02:00,25.95,1898619,-0.0101,2020
GRF.MC,2020-10-22 00:00:00+02:00,24.25,1260583,-0.0655,2020
GRF.MC,2020-10-23 00:00:00+02:00,24.52,746532,0.0113,2020
GRF.MC,2020-10-26 00:00:00+01:00,24.67,706876,0.0061,2020
GRF.MC,2020-10-27 00:00:00+01:00,24.04,850564,-0.0255,2020
GRF.MC,2020-10-28 00:00:00+01:00,23.4,1143815,-0.0266,2020
GRF.MC,2020-10-29 00:00:00+01:00,22.96,962661,-0.0189,2020
GRF.MC,2020-10-30 00:00:00+01:00,22.81,884770,-0.0064,2020
GRF.MC,2020-11-02 00:00:00+01:00,23.26,570020,0.0198,2020
GRF.MC,2020-11-03 00:00:00+01:00,23.62,578354,0.0152,2020
