ticker,Año,PER,ROE,EV/EBIT,Dividend_Yield,deuda_financiera/EBIT
FDR.MC,2020,37.04106210316637,0.0678165011616077,25.00658869807688,0.0114,6.501914267377786
FDR.MC,2021,23.537001509730032,0.1563505988535912,19.712750241947,0.0128,4.238559741077047
FDR.MC,2022,15.868729439570814,0.0957756684732161,14.692038279382864,0.0624,6.390472627005235
FDR.MC,2023,30.634198485420864,0.0726142653823752,22.5617000419806,0.0381,7.644464084491482
FDR.MC,2024,32.33926749138106,0.0838206805194079,23.48024971757575,0.0234,6.718643117028819
FER.MC,2020,-42.288333185393256,-0.111703796673988,-231.85168046153845,0.0248,-158.0854700854701
FER.MC,2021,15.619564368948248,0.2959486166007905,95.7301121,0.0195,56.77647058823529
FER.MC,2022,91.30562332972973,0.0449793338195964,70.69483657768052,0.0295,44.87527352297593
FER.MC,2023,51.15199793478261,0.1221455124800849,43.640880011013216,0.0207,22.96696035242291
FER.MC,2024,9.141222241432542,0.5331687242798354,11.210692737920937,0.0195,5.159346022449975
GRF.MC,2020,25.949343521742925,0.1210842864055851,23.9051942350972,0.0068,9.132759096460148
GRF.MC,2021,43.54157850501456,0.0435201798760399,41.59462772612244,0.0213,22.22873837754841
IAG.MC,2024,6.750222703879941,0.4427876823338735,9.974604350951848,0.0083,7.678387458006719
IBE.MC,2020,17.2229110052617,0.1019710832486162,22.799203996075867,0.0413,13.190810987573578
IBE.MC,2021,14.830421840411836,0.0959756910990884,19.447559827313476,0.0469,12.38412865805431
IBE.MC,2022,14.569455787047708,0.1055229942362411,20.31924884061569,0.0448,13.044066534260178
IBE.MC,2023,14.438017069539873,0.1114100809538169,18.39571072045952,0.0448,11.138949671772428
IBE.MC,2024,16.822238845735658,0.1019157702937928,18.246000585449345,0.042,10.54258491249842
IDR.MC,2022,11.572989010733297,0.1741564211283516,12.60175382280189,0.0146,9.30271343977213
IDR.MC,2023,11.992909648508885,0.1841169674999798,12.568952697425924,0.0181,7.728470501833453
IDR.MC,2024,10.796774717969596,0.2139609931565724,12.326336368302782,0.0146,6.756622218166471
ITX.MC,2020,65.02925636166366,0.0741634815261852,51.22684327272727,0.0152,6.345588235294118
ITX.MC,2021,24.76188237619488,0.2233471074380165,19.12712377668077,0.0221,1.9891866478608369
ITX.MC,2022,17.4346705157385,0.2625055615585075,13.499759447605063,0.0268,1.573866764543953
ITX.MC,2023,21.92628467571084,0.3163805268109125,17.452316606420204,0.0264,1.217492615043016
ITX.MC,2024,25.890848237160665,0.3146729428172943,19.40633258617191,0.0213,1.1354348104916043
LOG.MC,2020,9.756325726537051,0.3057079064267432,33.658752830838594,0.1043,27.681847315663028
LOG.MC,2021,10.401756514391158,0.3322148804522191,29.546137724666128,0.0879,23.243016587768924
LOG.MC,2022,13.088049464917926,0.3538371745412615,28.806066855182188,0.0641,20.442855939993123
LOG.MC,2023,10.47742181933048,0.4608951646078343,23.3786210970011,0.0666,16.2382876473273
LOG.MC,2024,11.926243398705534,0.4805120098772822,22.218708649298524,0.0693,14.015900787320538
MAP.MC,2020,4.188030494699647,0.0961457357075913,186.54702050581213,0.1176,183.34809927741125
MAP.MC,2021,4.326477404403244,0.1223592797391181,185.75296509657744,0.0966,180.3551338529312
MAP.MC,2022,4.432394361505813,0.148683687048139,42.203001214486925,0.0955,40.40885311871227
MAP.MC,2023,8.235753165977554,0.0799848817707226,3.5037487884043608,0.0824,1.341179385530228
MAP.MC,2024,7.735753806718346,0.1088460629788383,,0.0615,
MRL.MC,2020,49.25045555200681,0.008416331069236,48.28608039692394,0.0251,35.1197919383954
MRL.MC,2021,0.0695984280100035,0.0728935087083647,12.35144153635138,0.0584,13.948812826433985
MRL.MC,2022,14.141948009593786,0.0384112127154842,55.57337879607755,0.1502,33.82415631722736
MRL.MC,2023,-71.88438291196091,-0.0127690036363147,318.22564940331364,0.0455,157.57119684856912
MRL.MC,2024,18.255446065146835,0.0378295902668718,22.22333474122881,0.0413,13.706291884890463
MTS.MC,2021,1.3534644862094216,0.4171587993320572,2.725422696115765,0.0093,1.4549015341094549
MTS.MC,2022,2.20312620941733,0.1750075255869957,3.372381606039808,0.0144,2.4218428277282085
MTS.MC,2023,22.696300326441783,0.0170308185541409,20.19387341772152,0.0151,13.524556962025317
MTS.MC,2024,13.432023898431666,0.0272027304308961,11.42116204379562,0.0197,8.038540145985401
NTGY.MC,2020,-257.88092334545456,-0.0068510214250124,72.5609071792976,0.0955,53.60258780036968
NTGY.MC,2021,18.757183443163097,0.206147053829173,20.77391070030448,0.0561,12.593736407133536
NTGY.MC,2022,12.27807676228017,0.2177185106944811,13.75896008050586,0.057,8.743059839605182
NTGY.MC,2023,11.963447558912389,0.210203217612193,12.242484444087747,0.0607,6.87239165329053
NTGY.MC,2024,11.532853468700685,0.200569740451572,11.61179059122902,0.0613,7.199783432593395
RED.MC,2020,11.314662639954282,0.1808081960599627,16.996822935771764,0.0805,9.815433775328424
RED.MC,2021,12.463244799280664,0.1874446790240485,16.819753954886444,0.0636,9.935804946698468
RED.MC,2022,11.513413061825007,0.1387882122168436,17.509920852124694,0.0705,10.171528078707048
RED.MC,2023,10.830592703439477,0.1275042708495108,17.11622454023286,0.0723,9.63060295577575
RED.MC,2024,23.873674810958697,0.0714864326574707,21.29545473965613,0.0613,11.64423068706856
REP.MC,2020,-2.9754102349397598,-0.1635870904163587,-14.89251135962877,0.1194,-12.31368909512761
REP.MC,2021,5.148005102040816,0.1114928169893816,8.020267196662155,0.0353,6.380694632386107
REP.MC,2022,3.977452874617737,0.1680635723887087,6.0596657841356345,0.0495,4.485921889191644
REP.MC,2023,4.74409625,0.1209298774668855,8.667704856724535,0.0578,6.387784982221293
REP.MC,2024,8.31378132118451,0.0662916682396466,15.362514029180696,0.0801,11.680882903105124
ROVI.MC,2020,32.161104869220566,0.1633850682365533,27.791455132728952,0.0051,1.8631860376743932
ROVI.MC,2021,24.468804693062967,0.325020807854328,20.784556484556944,0.0055,0.8960572890248758
ROVI.MC,2022,9.22460532180759,0.3839699853080313,7.546730184017292,0.0278,0.9078676189113632
ROVI.MC,2023,18.077026694455043,0.3157936694803545,14.478588872183169,0.0217,0.6903707315751689
ROVI.MC,2024,23.511754407112747,0.239290734020013,18.72388080343726,0.0175,0.9636293814490366
SAB.MC,2020,537.4541867109634,0.000242350968647,-1196.3837663767265,0.069,-1420.9147869025855
SAB.MC,2022,4.716872790625506,0.0674292645943896,174.23733949944622,0.0667,211.65691726484835
SAB.MC,2023,4.056339264264264,0.0962080659773537,110.08780002613165,0.05,124.54354737719116
SAB.MC,2024,5.293579638752053,0.121816242165622,,0.0615,
SAN.MC,2021,5.4336674372230425,0.0934545036236052,94.93157026284096,0.0314,106.73078285511866
SAN.MC,2022,6.415378553878188,0.1077953851678936,31.57811417444885,0.0435,35.02046821031086
SAN.MC,2023,5.106115585409896,0.1160726449598105,89.94372940956708,0.0393,107.25634229458538
SAN.MC,2024,5.69959837760458,0.1275240616220931,,0.0456,
SCYR.MC,2020,8.656929667138618,0.1989693292924725,14.303289542923087,0.05,14.687970212323943
SCYR.MC,2021,-11.616391897478296,-0.2481795330908487,47.74783645119107,0.0476,49.4552809564276
SCYR.MC,2022,13.829103930652575,0.2063166698403097,15.15810304410988,0.0489,15.352079837481744
SCYR.MC,2023,12.944891203613055,0.1925482463911812,12.119285529739098,0.0479,11.88127998391696
SCYR.MC,2024,21.17049288631332,0.1126080534926246,13.063121706856696,0.0452,12.401924031303684
TEF.MC,2020,8.142193426042985,0.140809968847352,20.21994394618834,0.1603,18.588340807174887
TEF.MC,2021,2.1454393511122034,0.3664159949565452,5.849673813061629,0.1136,5.221538243826505
TEF.MC,2022,8.2466882148185,0.0801578443877551,16.958668776371308,0.1031,14.988396624472571
TEF.MC,2023,-20.84281390134529,-0.0623688994546217,60.849961064244,0.0912,53.42569759896171
TEF.MC,2024,-456.09681224489793,-0.0025326924070915,23.86940753867792,0.0761,19.85063291139241
UNI.MC,2021,1.6666796502341892,0.1759832047951068,90.2018628462904,0.0143,109.77986649359907
UNI.MC,2022,8.224456091304724,0.0429451269775651,281.3951711326412,0.0233,288.8296239327462
UNI.MC,2023,7.75576891148581,0.0401441923431571,302.7845075101481,0.0641,324.20884492665715
UNI.MC,2024,5.466921811718824,0.0850680266456489,-934.82290328152,0.0902,-1041.4046862406449
