ticker,Año,PER
SCYR.MC,2023,12.944891203613057
SCYR.MC,2024,21.17049288631332
SLR.MC,2020,97.1210388636812
SLR.MC,2021,44.53334876652441
SLR.MC,2022,23.75576812366738
SLR.MC,2023,21.628218176237514
SLR.MC,2024,11.02665535919832
TEF.MC,2020,8.142193426042985
TEF.MC,2021,2.1454393511122034
TEF.MC,2022,8.2466882148185
TEF.MC,2023,-20.84281390134529
TEF.MC,2024,-453.26081632653063
UNI.MC,2020,11.568166514627846
UNI.MC,2021,1.6666796502341892
UNI.MC,2022,8.224456091304724
UNI.MC,2023,7.75576891148581
UNI.MC,2024,5.467175457935514
