currency,yearly,ticker,totalPatrimonioNeto+pasivo,totalPatrimonioNeto,totalPasivo,cuentasAPagar_proveedores,efectivo,totalActivos,Año,comprobacion,comprobacion_2
EUR,"{'totalAssets': 12354976000.0, 'totalCurrentAssets': 650557000.0, 'cashAndShortTermInvestments': 268553000.0, 'cash': 268553000.0, 'shortTermInvestments': 9000.0, 'netReceivables': 47627000.0, 'inventory': 52409000.0, 'otherCurrentAssets': -316180000.0, 'nonCurrrentAssetsOther': -72330000.0, 'propertyPlantEquipment': 67279000.0, 'propertyPlantAndEquipmentGross': 84848000.0, 'accumulatedDepreciation': None, 'longTermInvestments': None, 'goodWill': None, 'intangibleAssets': 4633000.0, 'otherAssets': 12354976000.0, 'netTangibleAssets': 5395915000.0, 'nonCurrentAssetsTotal': 11704419000.0, 'liabilitiesAndStockholdersEquity': 12354976000.0, 'totalLiab': 5521812000.0, 'totalCurrentLiabilities': 704310000.0, 'shortTermDebt': 540221000.0, 'shortLongTermDebtTotal': 4883381000.0, 'capitalLeaseObligations': 12031000.0, 'accountsPayable': 42698000.0, 'otherCurrentLiab': -540221000.0, 'nonCurrentLiabilitiesTotal': 4817502000.0, 'longTermDebtTotal': 4343160000.0, 'longTermDebt': 4333102000.0, 'otherLiab': 454567000.0, 'deferredLongTermLiab': None, 'deferredLongTermAssetCharges': None, 'nonCurrentLiabilitiesOther': 57215000.0, 'totalStockholderEquity': 5400548000.0, 'commonStockTotalEquity': None, 'commonStock': 1270287000.0, 'commonStockSharesOutstanding': 507139000.0, 'additionalPaidInCapital': None, 'treasuryStock': None, 'preferredStockTotalEquity': None, 'preferredStockRedeemable': None, 'retainedEarningsTotalEquity': None, 'retainedEarnings': 2418533000.0, 'accumulatedOtherComprehensiveIncome': 2663421000.0, 'otherStockholderEquity': 1466840000.0, 'totalPermanentEquity': None, 'noncontrollingInterestInConsolidatedEntity': None, 'temporaryEquityRedeemableNoncontrollingInterests': None, 'accumulatedAmortization': None, 'negativeGoodwill': None, 'warrants': None, 'capitalSurpluse': 1491280000.0, 'date': '2020-12-31', 'filing_date': '2020-12-31', 'netDebt': 4614828000.0, 'earningAssets': None, 'netWorkingCapital': -53753000.0, 'netInvestedCapital': 10299118000.0}",COL.MC,12354976000.0,5400548000.0,6954428000.0,42698000.0,268553000.0,12354976000.0,2020,0.0,Correcto
EUR,"{'totalAssets': 12727524000.0, 'totalCurrentAssets': 367954000.0, 'cashAndShortTermInvestments': 218951000.0, 'cash': 218942000.0, 'shortTermInvestments': 9000.0, 'netReceivables': 31097000.0, 'inventory': 60689000.0, 'otherCurrentAssets': 88314000.0, 'nonCurrrentAssetsOther': 12279816000.0, 'propertyPlantEquipment': 74048000.0, 'propertyPlantAndEquipmentGross': 94121000.0, 'accumulatedDepreciation': None, 'longTermInvestments': None, 'goodWill': None, 'intangibleAssets': 5010000.0, 'otherAssets': 12265737000.0, 'netTangibleAssets': 5993764000.0, 'nonCurrentAssetsTotal': 12359570000.0, 'liabilitiesAndStockholdersEquity': 12727524000.0, 'totalLiab': 5543095000.0, 'totalCurrentLiabilities': 719098000.0, 'shortTermDebt': 567619000.0, 'shortLongTermDebtTotal': 4941455000.0, 'capitalLeaseObligations': 20996000.0, 'accountsPayable': 41992000.0, 'otherCurrentLiab': 99951000.0, 'nonCurrentLiabilitiesTotal': 4823997000.0, 'longTermDebtTotal': 4373836000.0, 'longTermDebt': 4356099000.0, 'otherLiab': 450161000.0, 'deferredLongTermLiab': None, 'deferredLongTermAssetCharges': None, 'nonCurrentLiabilitiesOther': 87609000.0, 'totalStockholderEquity': 5998774000.0, 'commonStockTotalEquity': None, 'commonStock': 1349039000.0, 'commonStockSharesOutstanding': 515705000.0, 'additionalPaidInCapital': None, 'treasuryStock': None, 'preferredStockTotalEquity': None, 'preferredStockRedeemable': None, 'retainedEarningsTotalEquity': None, 'retainedEarnings': 2892540000.0, 'accumulatedOtherComprehensiveIncome': 239398000.0, 'otherStockholderEquity': 1757195000.0, 'totalPermanentEquity': None, 'noncontrollingInterestInConsolidatedEntity': None, 'temporaryEquityRedeemableNoncontrollingInterests': None, 'accumulatedAmortization': None, 'negativeGoodwill': None, 'warrants': None, 'capitalSurpluse': 1584454000.0, 'date': '2021-12-31', 'filing_date': '2021-12-31', 'netDebt': 4722513000.0, 'earningAssets': None, 'netWorkingCapital': -351144000.0, 'netInvestedCapital': 10919233000.0}",COL.MC,12727524000.0,5998774000.0,6728750000.0,41992000.0,218942000.0,12727524000.0,2021,0.0,Correcto
EUR,"{'totalAssets': 13469613000.0, 'totalCurrentAssets': 769586000.0, 'cashAndShortTermInvestments': 158584000.0, 'cash': 158575000.0, 'shortTermInvestments': 9000.0, 'netReceivables': 55999000.0, 'inventory': 87128000.0, 'otherCurrentAssets': 523874000.0, 'nonCurrrentAssetsOther': 12619675000.0, 'propertyPlantEquipment': 72209000.0, 'propertyPlantAndEquipmentGross': 93763000.0, 'accumulatedDepreciation': None, 'longTermInvestments': None, 'goodWill': None, 'intangibleAssets': 4882000.0, 'otherAssets': 828104000.0, 'netTangibleAssets': 6154579000.0, 'nonCurrentAssetsTotal': 12700027000.0, 'liabilitiesAndStockholdersEquity': 13469613000.0, 'totalLiab': 6126953000.0, 'totalCurrentLiabilities': 692540000.0, 'shortTermDebt': 429564000.0, 'shortLongTermDebtTotal': 5433345000.0, 'capitalLeaseObligations': 19566000.0, 'accountsPayable': 42533000.0, 'otherCurrentLiab': 209022000.0, 'nonCurrentLiabilitiesTotal': 5434413000.0, 'longTermDebtTotal': 5003781000.0, 'longTermDebt': 4987619000.0, 'otherLiab': 430632000.0, 'deferredLongTermLiab': None, 'deferredLongTermAssetCharges': None, 'nonCurrentLiabilitiesOther': 80562000.0, 'totalStockholderEquity': 6159461000.0, 'commonStockTotalEquity': None, 'commonStock': 1349039000.0, 'commonStockSharesOutstanding': 531429000.0, 'additionalPaidInCapital': None, 'treasuryStock': None, 'preferredStockTotalEquity': None, 'preferredStockRedeemable': None, 'retainedEarningsTotalEquity': None, 'retainedEarnings': 2861375000.0, 'accumulatedOtherComprehensiveIncome': 523648000.0, 'otherStockholderEquity': 1949047000.0, 'totalPermanentEquity': None, 'noncontrollingInterestInConsolidatedEntity': None, 'temporaryEquityRedeemableNoncontrollingInterests': None, 'accumulatedAmortization': None, 'negativeGoodwill': None, 'warrants': None, 'capitalSurpluse': 1491773000.0, 'date': '2022-12-31', 'filing_date': '2022-12-31', 'netDebt': 5274770000.0, 'earningAssets': None, 'netWorkingCapital': 77046000.0, 'netInvestedCapital': 11573240000.0}",COL.MC,13469613000.0,6159461000.0,7310152000.0,42533000.0,158575000.0,13469613000.0,2022,0.0,Correcto
EUR,"{'totalAssets': 11834597000.0, 'totalCurrentAssets': 711295000.0, 'cashAndShortTermInvestments': 436546000.0, 'cash': 435867000.0, 'shortTermInvestments': 679000.0, 'netReceivables': 32634999.0, 'inventory': 94677000.0, 'otherCurrentAssets': 180072000.0, 'nonCurrrentAssetsOther': 11043308000.0, 'propertyPlantEquipment': None, 'propertyPlantAndEquipmentGross': 92985000.0, 'accumulatedDepreciation': None, 'longTermInvestments': None, 'goodWill': None, 'intangibleAssets': 5226000.0, 'otherAssets': 20502000.0, 'netTangibleAssets': None, 'nonCurrentAssetsTotal': 11123302000.0, 'liabilitiesAndStockholdersEquity': 11834597000.0, 'totalLiab': 5887395000.0, 'totalCurrentLiabilities': 693430000.0, 'shortTermDebt': 497372000.0, 'shortLongTermDebtTotal': 5293453000.0, 'capitalLeaseObligations': 16452000.0, 'accountsPayable': 45470000.0, 'otherCurrentLiab': 141369000.0, 'nonCurrentLiabilitiesTotal': 5193965000.0, 'longTermDebtTotal': None, 'longTermDebt': 4782099000.0, 'otherLiab': None, 'deferredLongTermLiab': None, 'deferredLongTermAssetCharges': None, 'nonCurrentLiabilitiesOther': 82003000.0, 'totalStockholderEquity': 4935556000.0, 'commonStockTotalEquity': None, 'commonStock': 1349039000.0, 'commonStockSharesOutstanding': 531476000.0, 'additionalPaidInCapital': None, 'treasuryStock': None, 'preferredStockTotalEquity': None, 'preferredStockRedeemable': None, 'retainedEarningsTotalEquity': None, 'retainedEarnings': 1725573000.0, 'accumulatedOtherComprehensiveIncome': 462271999.0, 'otherStockholderEquity': 1860944000.0, 'totalPermanentEquity': None, 'noncontrollingInterestInConsolidatedEntity': None, 'temporaryEquityRedeemableNoncontrollingInterests': None, 'accumulatedAmortization': None, 'negativeGoodwill': None, 'warrants': None, 'capitalSurpluse': None, 'date': '2023-12-31', 'filing_date': '2023-12-31', 'netDebt': 4857586000.0, 'earningAssets': None, 'netWorkingCapital': 17865000.0, 'netInvestedCapital': 10212557000.0}",COL.MC,11834597000.0,4935556000.0,6899041000.0,45470000.0,435867000.0,11834597000.0,2023,0.0,Correcto
EUR,"{'totalAssets': 12236502000.0, 'totalCurrentAssets': 661150000.0, 'cashAndShortTermInvestments': 551793000.0, 'cash': 541256000.0, 'shortTermInvestments': 10537000.0, 'netReceivables': 47672000.0, 'inventory': 0.0, 'otherCurrentAssets': 61685000.0, 'nonCurrrentAssetsOther': 11500658000.0, 'propertyPlantEquipment': None, 'propertyPlantAndEquipmentGross': 77667000.0, 'accumulatedDepreciation': None, 'longTermInvestments': None, 'goodWill': None, 'intangibleAssets': None, 'otherAssets': None, 'netTangibleAssets': None, 'nonCurrentAssetsTotal': 11575352000.0, 'liabilitiesAndStockholdersEquity': 12236502000.0, 'totalLiab': 5510645000.0, 'totalCurrentLiabilities': 1379727000.0, 'shortTermDebt': 1201738000.0, 'shortLongTermDebtTotal': 4999588000.0, 'capitalLeaseObligations': 13859000.0, 'accountsPayable': 89185000.0, 'otherCurrentLiab': 63979000.0, 'nonCurrentLiabilitiesTotal': 4130918000.0, 'longTermDebtTotal': None, 'longTermDebt': 3785943000.0, 'otherLiab': None, 'deferredLongTermLiab': None, 'deferredLongTermAssetCharges': None, 'nonCurrentLiabilitiesOther': 82863000.0, 'totalStockholderEquity': 5677320000.0, 'commonStockTotalEquity': None, 'commonStock': 1568362000.0, 'commonStockSharesOutstanding': 576863000.0, 'additionalPaidInCapital': None, 'treasuryStock': None, 'preferredStockTotalEquity': None, 'preferredStockRedeemable': None, 'retainedEarningsTotalEquity': None, 'retainedEarnings': 1808375000.0, 'accumulatedOtherComprehensiveIncome': None, 'otherStockholderEquity': 2300583000.0, 'totalPermanentEquity': None, 'noncontrollingInterestInConsolidatedEntity': None, 'temporaryEquityRedeemableNoncontrollingInterests': None, 'accumulatedAmortization': None, 'negativeGoodwill': None, 'warrants': None, 'capitalSurpluse': None, 'date': '2024-12-31', 'filing_date': '2024-12-31', 'netDebt': 4458332000.0, 'earningAssets': None, 'netWorkingCapital': -718577000.0, 'netInvestedCapital': 10663049000.0}",COL.MC,12236502000.0,5677320000.0,6559182000.0,89185000.0,541256000.0,12236502000.0,2024,0.0,Correcto
EUR,"{'totalAssets': 32062000000.0, 'totalCurrentAssets': 6234000000.0, 'cashAndShortTermInvestments': 1580000000.0, 'cash': 403000000.0, 'shortTermInvestments': 1177000000.0, 'netReceivables': 3647000000.0, 'inventory': 1077000000.0, 'otherCurrentAssets': 1107000000.0, 'nonCurrrentAssetsOther': 1404000000.0, 'propertyPlantEquipment': 21354000000.0, 'propertyPlantAndEquipmentGross': 54010000000.0, 'accumulatedDepreciation': None, 'longTermInvestments': None, 'goodWill': 462000000.0, 'intangibleAssets': 1399000000.0, 'otherAssets': 2383000000.0, 'netTangibleAssets': 5454000000.0, 'nonCurrentAssetsTotal': 25828000000.0, 'liabilitiesAndStockholdersEquity': 32062000000.0, 'totalLiab': 24597000000.0, 'totalCurrentLiabilities': 8555000000.0, 'shortTermDebt': 1372000000.0, 'shortLongTermDebtTotal': 7273000000.0, 'capitalLeaseObligations': 803000000.0, 'accountsPayable': 3739000000.0, 'otherCurrentLiab': 3170000000.0, 'nonCurrentLiabilitiesTotal': 16042000000.0, 'longTermDebtTotal': 5901000000.0, 'longTermDebt': 5161000000.0, 'otherLiab': 10105000000.0, 'deferredLongTermLiab': None, 'deferredLongTermAssetCharges': None, 'nonCurrentLiabilitiesOther': 1000000.0, 'totalStockholderEquity': 7315000000.0, 'commonStockTotalEquity': None, 'commonStock': 1271000000.0, 'commonStockSharesOutstanding': 1058731417.0, 'additionalPaidInCapital': None, 'treasuryStock': None, 'preferredStockTotalEquity': None, 'preferredStockRedeemable': None, 'retainedEarningsTotalEquity': None, 'retainedEarnings': 6495000000.0, 'accumulatedOtherComprehensiveIncome': 273000000.0, 'otherStockholderEquity': -724000000.0, 'totalPermanentEquity': None, 'noncontrollingInterestInConsolidatedEntity': None, 'temporaryEquityRedeemableNoncontrollingInterests': None, 'accumulatedAmortization': None, 'negativeGoodwill': None, 'warrants': None, 'capitalSurpluse': 89000000.0, 'date': '2020-12-31', 'filing_date': '2020-12-31', 'netDebt': 3853000000.0, 'earningAssets': None, 'netWorkingCapital': -2321000000.0, 'netInvestedCapital': 13785000000.0}",ELE.MC,32062000000.0,7315000000.0,24747000000.0,3739000000.0,403000000.0,32062000000.0,2020,0.0,Correcto
EUR,"{'totalAssets': 39968000000.0, 'totalCurrentAssets': 11652000000.0, 'cashAndShortTermInvestments': 1580000000.0, 'cash': 695000000.0, 'shortTermInvestments': 885000000.0, 'netReceivables': 5571000000.0, 'inventory': 1343000000.0, 'otherCurrentAssets': 4035000000.0, 'nonCurrrentAssetsOther': 2545000000.0, 'propertyPlantEquipment': 22097000000.0, 'propertyPlantAndEquipmentGross': 56500000000.0, 'accumulatedDepreciation': None, 'longTermInvestments': None, 'goodWill': 462000000.0, 'intangibleAssets': 1547000000.0, 'otherAssets': 4022000000.0, 'netTangibleAssets': 3376000000.0, 'nonCurrentAssetsTotal': 28316000000.0, 'liabilitiesAndStockholdersEquity': 39968000000.0, 'totalLiab': 34424000000.0, 'totalCurrentLiabilities': 15822000000.0, 'shortTermDebt': 3168000000.0, 'shortLongTermDebtTotal': 10378000000.0, 'capitalLeaseObligations': 895000000.0, 'accountsPayable': 3811000000.0, 'otherCurrentLiab': 7788000000.0, 'nonCurrentLiabilitiesTotal': 18602000000.0, 'longTermDebtTotal': 7211000000.0, 'longTermDebt': 6350000000.0, 'otherLiab': 11378000000.0, 'deferredLongTermLiab': None, 'deferredLongTermAssetCharges': None, 'nonCurrentLiabilitiesOther': 690000000.0, 'totalStockholderEquity': 5380000000.0, 'commonStockTotalEquity': None, 'commonStock': 1271000000.0, 'commonStockSharesOutstanding': 1058650233.0, 'additionalPaidInCapital': None, 'treasuryStock': None, 'preferredStockTotalEquity': None, 'preferredStockRedeemable': None, 'retainedEarningsTotalEquity': None, 'retainedEarnings': 5798000000.0, 'accumulatedOtherComprehensiveIncome': -1183000000.0, 'otherStockholderEquity': -2872000000.0, 'totalPermanentEquity': None, 'noncontrollingInterestInConsolidatedEntity': None, 'temporaryEquityRedeemableNoncontrollingInterests': None, 'accumulatedAmortization': None, 'negativeGoodwill': None, 'warrants': None, 'capitalSurpluse': 89000000.0, 'date': '2021-12-31', 'filing_date': '2021-12-31', 'netDebt': 9683000000.0, 'earningAssets': None, 'netWorkingCapital': -4170000000.0, 'netInvestedCapital': 14863000000.0}",ELE.MC,39968000000.0,5380000000.0,34588000000.0,3811000000.0,695000000.0,39968000000.0,2021,0.0,Correcto
EUR,"{'totalAssets': 49960000000.0, 'totalCurrentAssets': 19925000000.0, 'cashAndShortTermInvestments': 7137000000.0, 'cash': 871000000.0, 'shortTermInvestments': 6266000000.0, 'netReceivables': 5852000000.0, 'inventory': 2122000000.0, 'otherCurrentAssets': 11080000000.0, 'nonCurrrentAssetsOther': 9030000000.0, 'propertyPlantEquipment': 14660000000.0, 'propertyPlantAndEquipmentGross': 58042000000.0, 'accumulatedDepreciation': None, 'longTermInvestments': None, 'goodWill': 462000000.0, 'intangibleAssets': 1636000000.0, 'otherAssets': 2857000000.0, 'netTangibleAssets': 3462000000.0, 'nonCurrentAssetsTotal': 30035000000.0, 'liabilitiesAndStockholdersEquity': 49960000000.0, 'totalLiab': 44199000000.0, 'totalCurrentLiabilities': 20682000000.0, 'shortTermDebt': 6784000000.0, 'shortLongTermDebtTotal': 18488000000.0, 'capitalLeaseObligations': 844000000.0, 'accountsPayable': 4794000000.0, 'otherCurrentLiab': 7702000000.0, 'nonCurrentLiabilitiesTotal': 23517000000.0, 'longTermDebtTotal': 11704000000.0, 'longTermDebt': 10948000000.0, 'otherLiab': 11726000000.0, 'deferredLongTermLiab': None, 'deferredLongTermAssetCharges': None, 'nonCurrentLiabilitiesOther': 588000000.0, 'totalStockholderEquity': 5560000000.0, 'commonStockTotalEquity': None, 'commonStock': 1271000000.0, 'commonStockSharesOutstanding': 1058566751.0, 'additionalPaidInCapital': None, 'treasuryStock': None, 'preferredStockTotalEquity': None, 'preferredStockRedeemable': None, 'retainedEarningsTotalEquity': None, 'retainedEarnings': 6815000000.0, 'accumulatedOtherComprehensiveIncome': -2610000000.0, 'otherStockholderEquity': -5390000000.0, 'totalPermanentEquity': None, 'noncontrollingInterestInConsolidatedEntity': None, 'temporaryEquityRedeemableNoncontrollingInterests': None, 'accumulatedAmortization': None, 'negativeGoodwill': None, 'warrants': None, 'capitalSurpluse': 89000000.0, 'date': '2022-12-31', 'filing_date': '2022-12-31', 'netDebt': 17617000000.0, 'earningAssets': None, 'netWorkingCapital': -757000000.0, 'netInvestedCapital': 5560000000.0}",ELE.MC,49960000000.0,5560000000.0,44400000000.0,4794000000.0,871000000.0,49960000000.0,2022,0.0,Correcto
EUR,"{'totalAssets': 41283000000.0, 'totalCurrentAssets': 12458000000.0, 'cashAndShortTermInvestments': 2106000000.0, 'cash': 2106000000.0, 'shortTermInvestments': 1217000000.0, 'netReceivables': 4125000000.0, 'inventory': 2060000000.0, 'otherCurrentAssets': 4167000000.0, 'nonCurrrentAssetsOther': 2270000000.0, 'propertyPlantEquipment': None, 'propertyPlantAndEquipmentGross': 59941000000.0, 'accumulatedDepreciation': None, 'longTermInvestments': None, 'goodWill': 462000000.0, 'intangibleAssets': 1646000000.0, 'otherAssets': None, 'netTangibleAssets': None, 'nonCurrentAssetsTotal': 28825000000.0, 'liabilitiesAndStockholdersEquity': 41283000000.0, 'totalLiab': 34079000000.0, 'totalCurrentLiabilities': 14575000000.0, 'shortTermDebt': 4091000000.0, 'shortLongTermDebtTotal': 13727000000.0, 'capitalLeaseObligations': 868000000.0, 'accountsPayable': 5028000000.0, 'otherCurrentLiab': 4814000000.0, 'nonCurrentLiabilitiesTotal': 19504000000.0, 'longTermDebtTotal': None, 'longTermDebt': 8852000000.0, 'otherLiab': None, 'deferredLongTermLiab': None, 'deferredLongTermAssetCharges': None, 'nonCurrentLiabilitiesOther': None, 'totalStockholderEquity': 7017000000.0, 'commonStockTotalEquity': None, 'commonStock': 1271000000.0, 'commonStockSharesOutstanding': 1058471772.0, 'additionalPaidInCapital': None, 'treasuryStock': None, 'preferredStockTotalEquity': None, 'preferredStockRedeemable': None, 'retainedEarningsTotalEquity': None, 'retainedEarnings': 5601000000.0, 'accumulatedOtherComprehensiveIncome': 60000000.0, 'otherStockholderEquity': 85000000.0, 'totalPermanentEquity': None, 'noncontrollingInterestInConsolidatedEntity': None, 'temporaryEquityRedeemableNoncontrollingInterests': None, 'accumulatedAmortization': None, 'negativeGoodwill': None, 'warrants': None, 'capitalSurpluse': None, 'date': '2023-12-31', 'filing_date': '2023-12-31', 'netDebt': 11621000000.0, 'earningAssets': None, 'netWorkingCapital': -2117000000.0, 'netInvestedCapital': 19876000000.0}",ELE.MC,41283000000.0,7017000000.0,34266000000.0,5028000000.0,2106000000.0,41283000000.0,2023,0.0,Correcto
EUR,"{'totalAssets': 37345000000.0, 'totalCurrentAssets': 9113000000.0, 'cashAndShortTermInvestments': 840000000.0, 'cash': 840000000.0, 'shortTermInvestments': 974000000.0, 'netReceivables': 4915000000.0, 'inventory': 1831000000.0, 'otherCurrentAssets': 1527000000.0, 'nonCurrrentAssetsOther': 486000000.0, 'propertyPlantEquipment': None, 'propertyPlantAndEquipmentGross': None, 'accumulatedDepreciation': None, 'longTermInvestments': None, 'goodWill': 462000000.0, 'intangibleAssets': 1536000000.0, 'otherAssets': None, 'netTangibleAssets': None, 'nonCurrentAssetsTotal': 28232000000.0, 'liabilitiesAndStockholdersEquity': 37345000000.0, 'totalLiab': 28043000000.0, 'totalCurrentLiabilities': 8970000000.0, 'shortTermDebt': 613000000.0, 'shortLongTermDebtTotal': 10494000000.0, 'capitalLeaseObligations': None, 'accountsPayable': 4057000000.0, 'otherCurrentLiab': 3504000000.0, 'nonCurrentLiabilitiesTotal': 19073000000.0, 'longTermDebtTotal': None, 'longTermDebt': None, 'otherLiab': None, 'deferredLongTermLiab': None, 'deferredLongTermAssetCharges': None, 'nonCurrentLiabilitiesOther': 4987000000.0, 'totalStockholderEquity': 8110000000.0, 'commonStockTotalEquity': None, 'commonStock': 1271000000.0, 'commonStockSharesOutstanding': 1060674157.0, 'additionalPaidInCapital': None, 'treasuryStock': None, 'preferredStockTotalEquity': None, 'preferredStockRedeemable': None, 'retainedEarningsTotalEquity': None, 'retainedEarnings': 6246000000.0, 'accumulatedOtherComprehensiveIncome': 508000000.0, 'otherStockholderEquity': 85000000.0, 'totalPermanentEquity': None, 'noncontrollingInterestInConsolidatedEntity': None, 'temporaryEquityRedeemableNoncontrollingInterests': None, 'accumulatedAmortization': None, 'negativeGoodwill': None, 'warrants': None, 'capitalSurpluse': None, 'date': '2024-12-31', 'filing_date': '2024-12-31', 'netDebt': 9654000000.0, 'earningAssets': None, 'netWorkingCapital': 143000000.0, 'netInvestedCapital': 8110000000.0}",ELE.MC,37345000000.0,8110000000.0,29235000000.0,4057000000.0,840000000.0,37345000000.0,2024,0.0,Correcto
EUR,"{'totalAssets': 9008923000.0, 'totalCurrentAssets': 1222598000.0, 'cashAndShortTermInvestments': 868689000.0, 'cash': 863655000.0, 'shortTermInvestments': 5034000.0, 'netReceivables': 445420000.0, 'inventory': 21368000.0, 'otherCurrentAssets': 332541000.0, 'nonCurrrentAssetsOther': 432634000.0, 'propertyPlantEquipment': 3962795000.0, 'propertyPlantAndEquipmentGross': 9840684000.0, 'accumulatedDepreciation': None, 'longTermInvestments': None, 'goodWill': 23203000.0, 'intangibleAssets': 51388000.0, 'otherAssets': 680265000.0, 'netTangibleAssets': 2915434000.0, 'nonCurrentAssetsTotal': 7786325000.0, 'liabilitiesAndStockholdersEquity': 9008923000.0, 'totalLiab': 6001939000.0, 'totalCurrentLiabilities': 585282000.0, 'shortTermDebt': 214349000.0, 'shortLongTermDebtTotal': 4885731000.0, 'capitalLeaseObligations': None, 'accountsPayable': 232248000.0, 'otherCurrentLiab': 138685000.0, 'nonCurrentLiabilitiesTotal': 5416657000.0, 'longTermDebtTotal': 4671382000.0, 'longTermDebt': 4597828000.0, 'otherLiab': 455019000.0, 'deferredLongTermLiab': None, 'deferredLongTermAssetCharges': None, 'nonCurrentLiabilitiesOther': 796000.0, 'totalStockholderEquity': 2990025000.0, 'commonStockTotalEquity': None, 'commonStock': 392985000.0, 'commonStockSharesOutstanding': 261488000.0, 'additionalPaidInCapital': None, 'treasuryStock': None, 'preferredStockTotalEquity': None, 'preferredStockRedeemable': None, 'retainedEarningsTotalEquity': None, 'retainedEarnings': 444002000.0, 'accumulatedOtherComprehensiveIncome': 2144388000.0, 'otherStockholderEquity': 2153038000.0, 'totalPermanentEquity': None, 'noncontrollingInterestInConsolidatedEntity': None, 'temporaryEquityRedeemableNoncontrollingInterests': None, 'accumulatedAmortization': None, 'negativeGoodwill': None, 'warrants': None, 'capitalSurpluse': 465116000.0, 'date': '2020-12-31', 'filing_date': '2020-12-31', 'netDebt': 3948522000.0, 'earningAssets': None, 'netWorkingCapital': 637316000.0, 'netInvestedCapital': 7802202000.0}",ENG.MC,9008923000.0,2990025000.0,6018898000.0,232248000.0,863655000.0,9008923000.0,2020,0.0,Correcto
EUR,"{'totalAssets': 9873718000.0, 'totalCurrentAssets': 1916266000.0, 'cashAndShortTermInvestments': 1455692000.0, 'cash': 1444151000.0, 'shortTermInvestments': 11541000.0, 'netReceivables': 533542000.0, 'inventory': 26359000.0, 'otherCurrentAssets': 434215000.0, 'nonCurrrentAssetsOther': 199209000.0, 'propertyPlantEquipment': 3915165000.0, 'propertyPlantAndEquipmentGross': 10083578000.0, 'accumulatedDepreciation': None, 'longTermInvestments': None, 'goodWill': 23203000.0, 'intangibleAssets': 63421000.0, 'otherAssets': 702366000.0, 'netTangibleAssets': 2998806000.0, 'nonCurrentAssetsTotal': 7957452000.0, 'liabilitiesAndStockholdersEquity': 9873718000.0, 'totalLiab': 6772068000.0, 'totalCurrentLiabilities': 1472240000.0, 'shortTermDebt': 894842000.0, 'shortLongTermDebtTotal': 5736143000.0, 'capitalLeaseObligations': None, 'accountsPayable': 358319000.0, 'otherCurrentLiab': 219079000.0, 'nonCurrentLiabilitiesTotal': 5299828000.0, 'longTermDebtTotal': 4841301000.0, 'longTermDebt': 4364870000.0, 'otherLiab': 491276000.0, 'deferredLongTermLiab': None, 'deferredLongTermAssetCharges': None, 'nonCurrentLiabilitiesOther': 806000.0, 'totalStockholderEquity': 3085430000.0, 'commonStockTotalEquity': None, 'commonStock': 392985000.0, 'commonStockSharesOutstanding': 261488000.0, 'additionalPaidInCapital': None, 'treasuryStock': None, 'preferredStockTotalEquity': None, 'preferredStockRedeemable': None, 'retainedEarningsTotalEquity': None, 'retainedEarnings': 403826000.0, 'accumulatedOtherComprehensiveIncome': 2239793000.0, 'otherStockholderEquity': 2288619000.0, 'totalPermanentEquity': None, 'noncontrollingInterestInConsolidatedEntity': None, 'temporaryEquityRedeemableNoncontrollingInterests': None, 'accumulatedAmortization': None, 'negativeGoodwill': None, 'warrants': None, 'capitalSurpluse': 465116000.0, 'date': '2021-12-31', 'filing_date': '2021-12-31', 'netDebt': 3815561000.0, 'earningAssets': None, 'netWorkingCapital': 444026000.0, 'netInvestedCapital': 8345142000.0}",ENG.MC,9873718000.0,3085430000.0,6788288000.0,358319000.0,1444151000.0,9873718000.0,2021,0.0,Correcto
