ticker,Año,totalRevenue,netIncome,EBIT,annual,Acciones Circulacion,Date,Ultimo Precio,BPA,PER
MTS.MC,2021,76571000000.0,20485000000.0,18382000000.0,1033.0,1033000000.0,2021-12-30 00:00:00+01:00,26.84,19.83059051306873,1.3534644862094216
MTS.MC,2022,79844000000.0,9302000000.0,11656000000.0,868.0,868000000.0,2022-12-30 00:00:00+01:00,23.61,10.716589861751151,2.20312620941733
MTS.MC,2023,68275000000.0,919000000.0,1975000000.0,830.0,830000000.0,2023-12-29 00:00:00+01:00,25.13,1.1072289156626507,22.696300326441783
MTS.MC,2024,62441000000.0,1339000000.0,3425000000.0,772.0,772000000.0,2024-12-31 00:00:00+01:00,22.37,1.7344559585492227,12.897415982076177
NTGY.MC,2020,15345000000.0,-55000000.0,541000000.0,960.9384,960938400.0,2020-12-31 00:00:00+01:00,14.76,-0.05723571875158699,-257.88092334545456
NTGY.MC,2021,22140000000.0,1214000000.0,2299000000.0,960.811,960811000.0,2021-12-30 00:00:00+01:00,23.7,1.2635159256086785,18.757183443163097
NTGY.MC,2022,33965000000.0,1649000000.0,3242000000.0,960.9183,960918300.0,2022-12-30 00:00:00+01:00,21.07,1.7160668081771364,12.27807676228017
NTGY.MC,2023,22617000000.0,1986000000.0,3738000000.0,960.7524,960752400.0,2023-12-29 00:00:00+01:00,24.73,2.067129886951102,11.963447558912389
NTGY.MC,2024,19267000000.0,1901000000.0,3694000000.0,960.7342,960734200.0,2024-12-31 00:00:00+01:00,22.82,1.97869504385292,11.532853468700683
PUIG.MC,2024,4789779000.0,530649000.0,769313000.0,563.3004,563300400.0,2024-12-31 00:00:00+01:00,17.83,0.9420355462200986,18.92709895241487
RED.MC,2020,1985751000.0,621185000.0,911624000.0,538.9953,538995300.0,2020-12-31 00:00:00+01:00,13.04,1.15248685841973,11.314662639954282
RED.MC,2021,1952958000.0,680627000.0,1003551000.0,539.2766,539276600.0,2021-12-30 00:00:00+01:00,15.73,1.2621111318384666,12.463244799280664
RED.MC,2022,2015036000.0,664731000.0,934605000.0,539.3462,539346200.0,2022-12-30 00:00:00+01:00,14.19,1.2324755416836162,11.513413061825009
RED.MC,2023,2064071000.0,689640000.0,907579000.0,539.6828,539682800.0,2023-12-29 00:00:00+01:00,13.84,1.2778617365608094,10.830592703439477
RED.MC,2024,1594204000.0,368438000.0,819205000.0,540.4081,540408100.0,2024-12-31 00:00:00+01:00,16.3,0.6817773456763508,23.90809859460751
REP.MC,2020,33282000000.0,-3320000000.0,-2155000000.0,1512.766,1512766000.0,2020-12-31 00:00:00+01:00,6.53,-2.1946553531742516,-2.9754102349397593
REP.MC,2021,49745000000.0,2499000000.0,4434000000.0,1513.5135,1513513500.0,2021-12-30 00:00:00+01:00,8.5,1.6511250147421876,5.148005102040816
REP.MC,2022,75153000000.0,4251000000.0,6606000000.0,1327.1705,1327170500.0,2022-12-30 00:00:00+01:00,12.74,3.203054920223136,3.9774528746177373
REP.MC,2023,58948000000.0,3168000000.0,4781000000.0,1240.041,1240041000.0,2023-12-29 00:00:00+01:00,12.12,2.5547542379647123,4.74409625
REP.MC,2024,57122000000.0,1756000000.0,2673000000.0,1300.0,1300000000.0,2024-12-31 00:00:00+01:00,11.23,1.3507692307692307,8.31378132118451
ROVI.MC,2020,419961000.0,61057000.0,73684000.0,55.3924,55392400.0,2020-12-31 00:00:00+01:00,35.45,1.102263126349463,32.161104869220566
ROVI.MC,2021,648677000.0,153077000.0,183351000.0,53.9092,53909200.0,2021-12-30 00:00:00+01:00,69.48,2.839533882899394,24.468804693062967
ROVI.MC,2022,817698000.0,199669000.0,258617000.0,53.372,53372000.0,2022-12-30 00:00:00+01:00,34.51,3.7410814659371954,9.22460532180759
